Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Hf,Li,Mg,Mn,Mo,Nb,Nd,Ni,Pd,Re,Sc,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr,Valence electron count,Van der Waals Atomic Radius (pm),Empirical Atomic Radius (pm),Covalent Atomic Radius (pm),Elemental density (grams per cubic centimeter),PROPERTY: HV
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,4.4,193.60000000000002,144.0,161.2,7.158,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233,0.07,0.0,0.0,0.0,0.233,4.311,196.367,145.755,162.859,7.36107,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294,0.088,0.0,0.0,0.0,0.294,3.848,192.333,145.445,164.636,6.583259999999999,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278,0.083,0.0,0.0,0.0,0.278,3.971,193.44400000000002,145.56000000000003,164.20300000000003,6.79062,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132,0.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263,0.079,0.0,0.0,0.0,0.263,4.08,194.269,145.525,163.652,6.972570000000001,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.075,0.0,0.0,0.0,0.25,4.175,195.0,145.5,163.17499999999998,7.1325,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,0.065,0.0,0.0,0.0,0.217,4.41,196.64199999999997,145.29,161.80999999999997,7.527629999999999,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312,0.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,0.062,0.0,0.0,0.0,0.208,4.47,196.946,145.13,161.326,7.6291199999999995,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303,0.091,0.0,0.0,0.0,0.303,3.788,192.029,145.605,165.12,6.48177,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.059,0.0,0.0,0.0,0.235,4.289999999999999,195.976,145.43999999999997,162.48199999999997,7.354649999999999,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.111,0.0,0.0,0.0,0.222,4.329,195.02700000000002,144.85500000000002,161.949,7.27938,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211,0.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211,0.158,0.0,0.0,0.0,0.211,4.377000000000001,194.76100000000002,144.765,161.957,7.233689999999999,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.273,0.0,0.0,0.0,0.182,4.459,192.46500000000003,143.325,160.615,7.059779999999999,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.333,0.0,0.0,0.0,0.167,4.504,191.37,142.65,160.00000000000003,6.972930000000001,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.429,0.0,0.0,0.0,0.143,4.576,189.618,141.57,159.016,6.833969999999999,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,4.25,197.25,146.25,163.25,7.4475,138.0
0.0,0.0,0.0,0.0,0.0,0.238,0.0,0.0,0.238,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238,0.0,0.0,0.0,0.0,5.999999999999999,183.296,136.67,134.72199999999998,8.021348,138.0
0.0,0.0,0.0,0.0,0.0,0.227,0.0,0.0,0.227,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227,0.0,0.0,0.0,0.0,5.994,184.275,136.91,135.459,8.111842,138.0
0.0,0.0,0.0,0.0,0.0,0.217,0.0,0.0,0.217,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,0.0,0.0,0.0,0.0,5.988,185.14600000000002,137.11499999999998,136.115,8.193182,138.0
0.0,0.0,0.0,0.0,0.0,0.208,0.0,0.0,0.208,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,0.0,0.0,0.0,0.0,5.994,186.327,137.575,136.998,8.285768,138.0
0.0,0.0,0.0,0.0,0.0,0.192,0.0,0.0,0.192,0.0,0.0,0.0,0.0,0.0,0.192,0.0,0.0,0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.0,0.0,0.0,0.0,5.838,186.261,137.745,137.12400000000002,8.382000000000001,138.0
0.0,0.0,0.0,0.0,0.0,0.185,0.0,0.0,0.185,0.0,0.0,0.0,0.0,0.0,0.185,0.0,0.0,0.259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185,0.0,0.0,0.0,0.0,5.6979999999999995,185.40699999999998,137.64,136.64100000000002,8.400998,138.0
0.0,0.0,0.0,0.0,0.0,0.179,0.0,0.0,0.179,0.0,0.0,0.0,0.0,0.0,0.179,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179,0.0,0.0,0.0,0.0,5.583999999999999,185.164,137.95499999999998,136.599,8.444018,138.0
0.0,0.0,0.0,0.0,0.0,0.172,0.0,0.0,0.172,0.0,0.0,0.0,0.0,0.0,0.172,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172,0.0,0.0,0.0,0.0,5.436,183.658,137.31,135.62,8.427368,138.0
0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,5.3420000000000005,183.537,137.64000000000001,135.647,8.467674,138.0
0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,6.0,187.40000000000003,138.0,137.8,8.369200000000001,138.0
0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,6.0,182.0,136.25,133.75,7.9115,138.0
0.0,0.015,0.0,0.0,0.0,0.123,0.123,0.123,0.123,0.0,0.0,0.0,0.0,0.123,0.0,0.0,0.0,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.123,0.123,0.0,0.0,0.0,0.0,5.211,180.00300000000001,137.175,137.73000000000002,7.362567,138.0
0.0,0.03,0.0,0.0,0.0,0.121,0.121,0.121,0.121,0.0,0.0,0.0,0.0,0.121,0.0,0.0,0.0,0.121,0.0,0.0,0.0,0.0,0.0,0.0,0.121,0.121,0.0,0.0,0.0,0.0,5.172,179.88099999999997,136.85000000000002,137.33499999999998,7.284008999999998,138.0
0.0,0.077,0.0,0.0,0.0,0.115,0.115,0.115,0.115,0.0,0.0,0.0,0.0,0.115,0.0,0.0,0.0,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.115,0.115,0.0,0.0,0.0,0.0,5.061000000000001,179.883,136.12500000000003,136.392,7.053735000000001,138.0
0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,5.25,180.125,137.5,138.125,7.4411249999999995,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,3.2,163.9,136.5,130.7,8.2569,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.308,0.0,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.0,3.234,164.703,136.675,131.054,8.293978,138.0
0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.321,0.0,0.0,0.0,0.0,0.0,0.321,0.0,0.0,0.0,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.318,167.124,136.11,131.151,8.168745,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321,0.0,0.0,0.0,0.0,0.0,0.321,0.0,0.0,0.0,0.321,0.0,0.0,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.354,168.312,136.83,131.799,8.333877,138.0
0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.328,0.0,0.0,0.0,0.0,0.0,0.328,0.0,0.0,0.0,0.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3310000000000004,167.12800000000001,136.60500000000002,131.617,8.29346,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328,0.0,0.0,0.0,0.0,0.0,0.328,0.0,0.0,0.0,0.328,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3480000000000003,167.68900000000002,136.945,131.923,8.371439,138.0
0.0,0.286,0.0,0.0,0.0,0.143,0.143,0.143,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.575999999999999,178.17799999999997,133.705,127.98499999999999,6.739447,138.0
0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,4.800000000000001,195.20000000000002,139.0,147.60000000000002,6.6240000000000006,138.0
0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,4.75,192.25,137.5,143.5,6.137499999999999,138.0
0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,4.5,196.75,138.75,149.75,6.4925,138.0
0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,3.8000000000000003,188.60000000000002,140.0,154.6,5.658,138.0
0.0,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244,0.244,0.0,0.0,0.0,0.024,4.196,189.17199999999997,136.7,150.112,5.4683600000000006,138.0
0.0,0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.235,0.0,0.0,0.0,0.059,4.1129999999999995,188.86899999999997,137.22,150.855,5.50063,138.0
0.0,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.222,0.0,0.0,0.0,0.111,3.9960000000000004,188.7,138.195,152.181,5.55666,138.0
0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.182,0.0,0.0,0.0,0.273,3.6400000000000006,188.552,141.505,156.611,5.742100000000001,138.0
0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,199.25,141.25,145.75,8.695,138.0
0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,6.000000000000001,196.80000000000004,141.0,148.60000000000002,7.856,138.0
0.0,0.0,0.0,0.0,0.0,0.238,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,6.38,198.66199999999998,141.18999999999997,146.434,8.49364,138.0
0.0,0.0,0.0,0.0,0.0,0.227,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,6.266,197.936,140.995,146.901,8.304559999999999,138.0
0.0,0.0,0.0,0.0,0.0,0.222,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.0,6.216,197.691,140.97,147.186,8.22066,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,4.2,196.20000000000002,147.0,162.60000000000002,8.008000000000001,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,4.0,194.20000000000005,146.0,165.4,7.7780000000000005,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.041,0.24,0.24,0.0,0.0,0.0,5.444,198.467,138.94,156.32,11.908499999999998,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233,0.07,0.233,0.233,0.0,0.0,0.0,5.406,198.325,139.115,156.592,11.69705,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,5.5,198.75,138.75,156.0,12.2125,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307,0.178,0.0,0.0,0.0,0.0,0.128,4.3580000000000005,204.222,146.19000000000003,167.418,10.36535,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.0,0.0,0.0,0.122,0.244,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.244,0.0,0.0,0.0,0.0,0.244,4.0,197.922,146.6,164.558,7.7028704,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116,0.0,0.0,0.0,0.116,0.233,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.233,0.0,0.0,0.0,0.0,0.233,4.003000000000001,198.67600000000002,145.02,162.20100000000002,7.4535420000000006,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.111,0.222,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.222,3.9960000000000004,198.80100000000002,143.19000000000003,159.61800000000002,7.2160656,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106,0.0,0.0,0.0,0.106,0.213,0.0,0.0,0.0,0.0,0.0,0.149,0.0,0.0,0.213,0.0,0.0,0.0,0.0,0.213,3.999,199.456,141.91,157.70000000000002,7.010780399999999,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102,0.0,0.0,0.0,0.102,0.204,0.0,0.0,0.0,0.0,0.0,0.184,0.0,0.0,0.204,0.0,0.0,0.0,0.0,0.204,4.0,199.902,140.6,155.77799999999996,6.8220064,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.25,3.8000000000000003,197.5,147.5,167.8,8.329,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233,0.0,0.0,0.0,0.116,0.233,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.233,0.116,0.0,0.0,0.0,0.0,4.585000000000001,200.906,142.70000000000002,159.649,8.186482000000002,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.111,0.222,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.222,0.111,0.0,0.0,0.0,0.0,4.551,200.91,140.97000000000003,157.17600000000002,7.910925600000001,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.213,0.0,0.0,0.0,0.106,0.213,0.0,0.0,0.0,0.0,0.0,0.149,0.0,0.0,0.213,0.106,0.0,0.0,0.0,0.0,4.531000000000001,201.49599999999998,139.79,155.368,7.6811204,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.0,0.0,4.625,200.0,145.0,163.125,8.6175,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.35,0.0,0.0,0.0,0.0,0.275,3.5500000000000003,196.10000000000002,148.75,168.95000000000002,8.274000000000001,138.0
0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.235,0.0,0.0,0.0,0.0,0.235,3.9369999999999994,198.151,144.85,164.35399999999998,8.61695,138.0
0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.222,0.0,0.0,0.0,0.0,0.222,3.996,196.47,143.745,160.17300000000003,7.601279999999999,138.0
0.0,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.222,0.0,0.0,0.0,0.0,0.111,4.107,196.248,140.415,154.179,7.17726,138.0
0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.125,3.875,194.875,140.0,154.375,6.8075,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.0,0.0,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.182,0.182,0.0,0.0,0.0,0.182,4.004,195.832,142.87,160.61499999999998,7.2899736,138.0
0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238,0.238,0.238,0.0,0.0,0.0,0.0,4.904,197.328,140.47,157.414,8.959399999999999,138.0
0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,0.217,0.217,0.0,0.0,0.0,0.0,4.73,195.784,138.855,153.959,8.4017,138.0
0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,4.6000000000000005,195.20000000000002,138.0,151.6,7.96,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,5.0,198.0,141.25,159.25,9.274999999999999,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,4.0,205.5,150.0,171.0,11.1975,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118,0.294,0.0,0.0,0.0,0.0,0.294,3.5299999999999994,197.596,149.41,170.0,9.08528,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.286,0.0,0.0,0.0,0.0,0.286,3.5749999999999993,198.341,149.435,170.17000000000002,9.300719999999998,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.278,0.0,0.0,0.0,0.0,0.278,3.615,198.86900000000003,149.315,170.17000000000002,9.49976,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,3.75,200.5,148.75,170.0,10.18,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.059,0.0,0.235,0.0,0.0,0.0,5.406,209.13799999999998,142.20999999999998,162.18999999999997,13.065949999999997,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.111,0.0,0.222,0.0,0.0,0.0,5.328,207.90300000000002,142.07999999999998,162.06,12.591839999999998,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211,0.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211,0.158,0.0,0.211,0.0,0.0,0.0,5.274,207.419,142.39,162.43,12.20417,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,5.2,206.00000000000003,142.0,162.0,11.793999999999999,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,5.0,199.8,142.0,160.2,9.134,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.167,0.167,0.167,0.0,0.0,0.0,5.177,201.90300000000002,141.115,160.82100000000003,10.849990000000002,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,4.4,201.20000000000002,146.0,164.6,9.238,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,5.0,200.00000000000003,140.0,161.8,10.954,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,5.25,203.25,140.0,162.25,12.567499999999999,138.0
